temperature,humidity,co2,feed,age_week,daily_gain,survival_rate
19.05,72.7,1437,1.6,4,0.987,81.31
21.37,43.4,795,0.983,2,0.818,90.02
26.85,49.7,1885,0.657,8,0.817,85.91
20.88,62.8,1341,0.958,4,0.96,91.3
24.61,45.9,695,1.121,3,0.958,91.71
26.18,58.3,1238,1.349,0,0.849,86.28
20.15,59.3,1316,1.137,6,1.047,91.52
24.6,48.1,896,1.23,2,0.935,92.11
26.59,40.4,1058,1.316,3,0.886,85.69
20.38,55.6,1111,0.923,1,0.787,91.2
25.45,56.0,1702,1.361,8,1.17,87.84
25.34,45.2,1126,0.934,2,0.764,89.72
17.76,55.8,842,1.02,1,0.881,87.99
17.43,79.3,1172,0.888,4,0.812,84.33
28.57,55.5,491,2.0,0,0.874,85.97
21.38,44.5,536,1.144,0,0.804,90.32
21.73,66.3,791,0.742,2,0.755,90.72
20.98,50.1,487,1.236,4,1.05,92.69
18.8,48.7,678,0.745,3,0.838,90.93
26.4,50.8,706,1.273,3,0.865,90.71
21.55,60.0,1246,1.115,3,0.942,91.32
28.19,61.5,2125,1.236,1,0.593,80.19
25.38,53.6,885,1.075,1,0.904,88.68
25.17,59.0,1288,1.143,2,0.881,90.95
15.61,46.6,400,0.727,3,0.774,85.65
24.43,51.7,1710,0.87,2,0.789,88.98
21.85,65.7,1132,1.179,0,0.763,90.78
19.3,67.9,431,1.54,5,1.034,92.26
19.76,48.8,1419,1.438,3,0.97,88.4
22.4,48.4,861,0.878,3,0.847,91.44
27.43,49.5,789,0.76,3,0.829,89.2
19.72,59.3,450,1.312,1,0.946,90.75
22.14,51.6,1642,1.117,7,0.929,92.91
23.68,67.4,1174,1.277,6,0.984,92.27
24.71,57.9,1008,1.105,5,1.01,91.52
26.04,45.9,753,0.86,4,0.86,90.08
19.21,65.2,1109,0.936,6,0.974,89.86
17.61,74.7,1088,0.503,5,0.789,87.2
24.92,48.4,672,0.661,7,1.071,91.73
19.23,45.1,686,0.536,0,0.769,87.64
24.98,57.0,988,1.158,2,0.861,89.63
21.81,47.8,623,0.896,1,0.829,91.4
25.13,59.8,854,0.82,2,0.844,89.61
28.47,39.7,988,1.153,3,0.838,82.92
20.63,67.3,1226,1.375,4,0.921,90.1
24.68,68.1,2289,1.858,6,0.934,85.74
19.99,64.9,1237,1.671,2,0.9,88.7
23.67,47.0,1057,1.02,4,0.908,90.85
17.77,66.2,899,1.131,7,1.008,88.21
20.85,59.3,936,1.159,7,1.073,93.31
22.19,49.3,1675,0.965,0,0.687,86.91
19.78,44.8,400,0.946,3,0.952,89.59
25.54,58.1,1517,0.888,4,0.876,86.75
26.17,55.3,1413,0.778,5,0.764,88.67
27.34,53.7,1007,1.126,2,0.84,86.45
20.92,62.2,1063,1.408,4,0.957,89.26
19.41,52.3,579,1.007,6,1.085,93.81
27.86,58.2,1490,0.787,3,0.817,84.71
19.63,72.8,578,1.274,1,0.868,89.48
21.97,61.5,1496,1.094,4,0.87,90.56
20.01,59.0,1242,1.175,2,0.879,91.31
21.16,65.5,682,0.866,4,0.88,90.27
20.68,42.0,1082,0.688,2,0.766,89.35
20.14,53.7,552,1.293,4,1.098,91.42
24.95,46.6,2123,0.515,0,0.645,87.78
27.26,55.2,1471,1.294,4,0.954,86.43
22.9,44.9,1083,1.256,6,1.054,92.71
27.29,53.8,790,1.706,2,0.908,88.23
23.01,51.7,769,1.332,4,1.022,92.8
23.54,45.8,788,0.859,2,0.861,90.78
21.64,73.2,1115,0.543,5,0.691,92.54
23.35,52.6,799,0.834,6,1.001,93.97
22.16,38.0,752,1.387,4,1.065,91.25
19.3,47.7,460,1.496,3,1.078,90.23
16.96,62.9,781,0.93,1,0.839,88.32
18.81,68.2,1017,1.248,4,0.851,87.47
22.98,49.6,805,1.439,6,1.192,91.73
18.33,56.0,985,1.601,7,1.104,90.29
19.61,69.3,1022,1.434,5,1.021,87.6
18.21,63.5,1195,1.064,3,0.928,86.26
17.29,65.5,861,0.804,2,0.82,85.47
22.46,49.2,835,0.566,5,0.831,93.31
22.05,44.3,400,1.394,5,1.023,93.07
22.63,62.8,1509,1.186,3,0.915,90.11
20.75,60.1,1548,1.055,6,0.995,89.9
23.12,57.8,2556,1.583,7,0.941,89.79
19.61,78.2,1142,1.095,0,0.761,85.94
22.98,43.7,911,0.719,6,0.846,93.81
23.65,75.7,1002,1.676,0,0.915,88.21
22.62,48.4,700,0.935,1,0.82,91.08
18.22,53.9,712,1.388,4,1.07,91.26
25.5,37.8,703,1.294,4,0.972,87.69
19.42,66.2,759,0.887,4,0.965,90.45
22.02,49.9,663,0.771,2,0.862,93.34
25.3,54.6,1612,1.283,2,0.857,87.45
17.05,50.1,455,0.802,5,0.937,88.68
24.91,74.0,1167,1.697,7,1.23,87.63
21.3,60.2,1516,1.078,3,0.925,89.28
20.12,33.7,548,0.779,1,0.756,83.82
23.27,39.9,1007,1.189,2,0.848,88.08
21.81,43.6,957,1.098,4,0.921,92.15
23.51,47.5,486,1.393,5,1.118,92.84
20.39,60.3,1438,1.42,2,0.905,89.97
17.53,46.0,499,1.441,2,0.99,86.79
20.21,50.5,599,1.062,0,0.923,89.59
25.25,50.9,2676,0.748,6,0.781,84.49
26.17,47.5,895,0.859,1,0.73,86.25
22.0,55.2,490,1.8,3,1.168,92.43
22.2,48.8,734,0.975,3,1.003,91.42
21.96,62.8,1132,1.336,3,0.999,93.31
22.69,52.1,1310,1.18,3,0.995,93.33
21.44,54.4,867,1.073,2,0.911,93.69
24.29,61.1,2326,0.953,4,0.846,85.77
16.27,67.8,444,0.803,3,0.766,83.37
20.14,49.2,592,1.274,1,0.89,90.06
21.84,51.5,1139,1.324,0,1.014,91.86
25.14,46.5,1040,0.827,3,0.784,89.45
29.65,49.9,1155,1.119,0,0.7,83.7
26.35,54.4,802,0.869,3,0.873,90.46
24.8,41.5,1295,1.042,1,0.838,88.96
20.6,73.1,675,0.955,5,0.904,89.2
22.65,46.8,1166,1.363,4,1.007,94.42
20.16,52.1,839,0.672,5,0.92,90.75
27.1,48.5,1291,1.488,7,1.081,86.47
26.67,34.3,746,1.232,2,0.847,84.86
27.35,66.3,1171,1.179,1,0.674,85.19
21.41,53.3,1206,0.81,0,0.701,90.77
17.19,49.1,452,1.076,1,0.959,86.46
18.37,49.0,411,0.878,2,0.898,90.47
24.07,43.7,732,0.926,4,0.937,89.48
21.54,65.6,684,1.136,2,0.879,90.02
18.32,57.4,1419,0.786,2,0.745,89.28
18.06,44.2,417,0.881,2,0.899,88.2
21.32,39.6,508,1.186,1,0.876,90.96
20.93,58.7,666,1.212,0,0.928,91.24
24.67,56.3,1129,1.473,3,0.964,88.9
20.15,69.8,2109,0.906,2,0.816,84.73
25.14,51.6,1312,1.351,2,0.985,86.65
23.26,53.9,604,0.836,1,0.836,91.99
24.79,62.0,1648,1.285,4,0.971,88.37
22.83,58.3,1213,0.703,1,0.799,91.8
18.91,68.3,1755,0.449,5,0.624,85.8
22.26,64.6,1328,1.561,4,1.113,91.88
17.91,57.4,867,0.984,4,0.977,88.87
21.8,49.4,529,0.973,3,0.902,93.66
16.12,52.3,400,0.854,5,0.857,88.66
18.44,64.8,2510,1.484,4,0.964,81.64
24.58,39.6,442,1.102,4,0.965,89.36
25.28,46.8,1039,1.155,3,0.956,89.64
21.78,46.9,849,1.119,2,0.924,92.02
24.0,63.3,1557,0.843,3,0.747,86.95
19.27,58.2,561,1.466,5,1.137,91.49
25.46,62.3,1176,1.053,6,0.959,89.81
21.5,42.3,1009,1.072,6,0.995,90.91
22.73,54.2,1667,0.632,1,0.827,88.56
19.34,36.0,735,0.812,5,0.95,89.01
23.17,59.9,897,0.915,3,0.947,92.63
24.76,52.2,789,0.78,3,0.994,92.33
20.34,55.7,743,0.952,3,0.943,92.77
23.66,72.6,1868,1.654,2,0.87,82.66
17.2,58.9,967,1.248,6,1.021,91.04
14.39,73.5,860,0.612,4,0.643,84.55
22.51,58.3,1449,1.234,0,0.742,87.68
21.57,39.7,842,1.438,1,0.988,88.55
19.99,48.1,581,1.174,2,0.892,89.78
23.96,63.7,1839,0.816,5,0.884,89.06
26.4,66.4,1412,0.984,1,0.671,80.68
18.69,57.9,1047,1.443,3,1.032,89.37
21.88,54.1,689,1.321,4,1.048,94.91
22.43,58.1,1241,1.289,2,1.003,88.69
24.69,55.2,920,1.212,4,1.062,92.16
25.25,42.2,1465,1.082,2,0.822,86.96
20.39,46.6,400,1.268,7,1.073,91.55
17.15,49.8,783,0.991,5,1.011,87.61
21.69,49.6,732,0.4,0,0.659,90.89
24.84,64.2,2214,1.287,0,0.648,79.0
20.09,69.4,1919,1.514,3,0.934,85.06
18.08,57.9,731,1.522,4,1.145,89.89
22.05,55.7,1065,1.283,2,0.937,91.91
18.83,70.9,522,1.627,0,0.941,87.74
20.25,65.9,978,0.731,3,0.797,89.95
22.2,52.7,690,1.092,2,0.962,93.34
29.3,46.6,1097,1.008,6,0.911,84.36
17.08,62.6,677,0.647,1,0.736,87.25
22.95,45.8,894,1.584,4,1.024,93.06
17.64,50.4,551,0.923,3,0.85,88.15
22.94,71.0,1289,0.836,5,0.908,90.67
25.79,54.1,1042,1.334,3,0.919,90.13
15.83,65.6,1012,1.475,2,0.931,85.1
22.68,56.8,1007,1.149,3,0.99,94.21
22.64,61.6,1693,0.896,2,0.756,88.06
20.73,50.6,411,1.094,4,0.987,91.98
21.53,55.3,1028,1.507,3,1.086,92.48
18.49,57.1,1509,0.694,4,0.782,89.0
25.47,30.0,825,1.216,3,0.83,84.91
20.06,50.9,645,0.973,2,0.894,90.29
20.97,67.4,665,0.634,5,0.934,93.45
21.42,51.7,780,1.143,2,1.01,93.96
23.52,44.4,731,0.427,4,0.8,90.47
21.47,61.9,1184,1.277,3,0.924,89.75
23.16,44.7,515,1.06,2,0.955,92.4
26.28,55.1,917,1.086,3,0.827,89.9
21.8,57.8,960,0.696,0,0.769,92.37
20.88,61.4,818,1.481,3,1.048,91.79
26.07,62.8,2047,0.816,3,0.785,82.85
25.67,54.6,1416,0.73,6,0.95,89.0
19.63,37.7,485,0.4,0,0.596,87.84
29.68,44.9,730,1.188,1,0.754,82.24
24.59,44.2,974,0.749,8,0.957,91.42
23.51,52.3,849,0.95,1,0.851,91.22
19.63,73.2,871,0.519,0,0.685,85.06
24.78,50.2,946,1.466,2,0.998,91.03
23.9,47.0,1098,0.97,2,0.87,90.05
24.46,60.2,1100,1.016,6,1.046,91.27
23.77,49.7,718,1.414,4,1.134,92.05
21.51,56.5,1018,1.078,5,1.01,92.13
25.78,57.0,2040,1.143,4,0.862,85.34
25.01,62.4,1796,1.344,7,0.966,85.77
20.38,54.8,741,0.972,0,0.906,91.29
26.12,41.6,991,0.679,4,0.827,87.52
19.64,46.0,698,0.823,2,0.856,89.54
22.52,62.3,782,0.854,3,0.893,93.28
23.62,67.8,848,1.093,5,0.992,88.73
27.92,40.5,775,1.243,2,0.881,83.13
19.72,59.3,1506,0.679,5,0.894,89.98
20.28,59.8,1604,1.172,3,0.986,89.19
24.15,51.5,1192,1.048,5,0.984,89.63
17.82,48.7,400,1.021,0,0.919,88.18
19.92,46.0,1162,0.724,0,0.783,89.76
22.75,70.7,1213,1.163,6,0.961,91.03
24.63,56.9,894,1.285,1,0.873,88.85
20.13,70.4,1734,1.249,0,0.763,85.23
18.38,51.4,617,0.67,2,0.89,89.37
27.3,54.5,1389,0.865,0,0.632,84.99
18.32,41.8,564,1.111,1,0.879,88.28
22.44,68.9,2531,1.364,3,0.818,85.0
24.21,66.2,600,1.639,3,1.084,92.0
20.4,52.9,877,0.737,2,0.821,92.27
23.58,55.8,1176,1.023,4,0.899,92.01
25.17,62.0,1497,1.442,5,1.052,89.17
30.03,60.1,1652,0.959,2,0.581,84.01
21.0,60.8,717,1.471,1,0.917,91.91
17.1,57.8,493,0.685,1,0.853,87.39
19.72,57.0,631,0.926,3,0.959,90.76
25.04,66.7,1456,1.252,3,1.013,84.89
23.44,57.6,1726,0.554,2,0.753,85.84
23.02,53.9,661,0.737,4,0.932,93.4
19.73,39.9,807,1.134,3,0.953,88.2
19.26,56.2,1213,0.575,0,0.694,88.32
20.12,56.3,672,1.277,5,1.09,93.49
22.84,59.7,1154,1.129,0,0.822,90.14
18.92,44.5,567,1.087,0,0.798,89.49
22.22,46.3,517,0.897,1,0.825,90.88
23.82,51.9,1311,0.97,2,0.913,88.73
27.62,34.6,1472,1.566,5,0.808,80.17
21.01,69.6,977,0.941,2,0.745,90.56
20.29,47.3,1059,0.803,3,0.882,91.41
17.67,58.9,464,0.724,2,0.814,87.76
25.17,56.6,1397,1.104,2,0.894,87.09
24.37,47.6,1266,1.457,2,1.018,90.13
19.92,51.5,418,0.938,5,1.003,90.84
18.86,70.4,822,1.751,3,0.974,89.12
21.57,46.5,575,1.465,4,1.13,91.89
25.09,39.7,1072,0.784,0,0.769,86.49
22.72,56.6,994,1.327,5,1.064,94.52
26.41,39.8,1623,1.635,3,0.898,84.62
16.99,45.8,452,1.598,4,1.071,86.93
20.15,49.9,436,1.331,3,1.01,92.27
28.3,55.8,1925,1.105,1,0.565,83.2
19.38,43.9,867,0.895,5,0.98,93.96
22.41,51.8,559,1.197,3,1.017,91.75
24.71,45.8,1153,1.577,4,0.928,86.92
24.36,58.6,2327,1.231,5,0.937,88.17
21.89,47.6,491,1.459,2,1.092,92.17
24.24,57.2,1548,0.974,1,0.741,89.14
23.14,51.2,567,1.689,2,1.042,90.9
19.02,55.1,1188,0.404,4,0.774,90.34
19.27,59.8,632,1.681,4,1.171,90.99
19.88,53.9,789,1.118,4,1.044,91.6
22.0,41.7,617,1.23,2,0.888,91.4
24.02,53.6,926,1.477,0,0.971,89.25
19.97,68.6,2029,1.78,4,1.106,86.42
23.37,61.8,1822,1.221,5,0.906,90.87
23.38,58.9,749,1.049,2,0.922,90.51
18.43,42.0,472,0.928,3,0.917,86.17
23.67,55.4,921,0.857,4,0.897,93.62
21.69,51.1,763,0.866,2,0.947,91.62
20.31,53.6,1004,1.184,6,1.035,93.65
25.64,70.9,1917,1.365,2,0.651,83.17
24.48,46.6,520,1.57,1,0.971,88.59
23.32,45.4,1264,1.438,5,1.08,92.13
25.74,52.0,2570,1.329,2,0.735,84.78
22.21,53.3,805,0.609,3,0.854,93.86
17.84,34.0,403,0.742,1,0.783,81.36
14.0,54.5,443,0.789,4,0.734,86.53
26.18,56.5,1819,1.476,1,0.822,83.79
23.32,63.5,977,0.924,4,0.929,90.93
17.56,48.2,454,1.155,4,1.019,88.35
25.1,43.5,618,1.263,2,0.919,90.19
20.19,38.5,654,1.462,2,0.988,88.18
25.07,51.9,534,0.887,1,0.838,88.25
21.05,59.9,1868,0.66,1,0.729,89.87
19.31,45.0,645,1.023,0,0.86,88.78
22.05,43.3,730,1.429,4,1.032,93.04
22.53,49.4,863,1.251,4,1.044,94.17
21.7,57.4,558,0.905,4,0.93,95.18
24.53,53.8,1836,1.26,3,0.927,86.78
18.34,72.0,1291,1.641,8,1.134,85.02
18.14,45.8,400,1.32,5,1.173,89.74
22.29,42.9,708,1.111,5,0.982,91.96
22.82,60.7,1010,1.485,5,1.089,92.4
18.44,71.4,1530,1.24,4,0.842,83.2
26.98,35.0,1398,0.93,5,0.714,84.91
22.36,42.7,607,1.364,3,0.978,91.79
20.14,50.5,931,1.566,0,0.993,89.8
30.4,50.0,1810,1.055,3,0.719,78.19
22.58,44.4,565,1.426,0,0.948,91.51
23.32,50.3,626,1.694,2,1.033,91.61
18.61,56.0,543,1.071,3,0.938,91.16
22.7,53.2,699,1.302,3,0.979,91.39
20.51,70.6,1038,1.467,6,1.024,90.26
25.86,58.5,1248,1.146,2,0.807,86.85
15.5,67.4,799,1.304,3,0.981,84.63
23.99,40.0,499,0.4,2,0.821,89.78
19.68,48.2,769,0.912,0,0.738,89.41
29.63,48.3,883,0.991,2,0.748,84.08
21.47,68.0,1074,1.695,3,1.016,90.42
23.28,63.8,1825,1.525,3,0.954,85.48
21.98,31.0,534,1.329,5,0.966,88.7
21.74,71.7,1042,0.956,2,0.873,91.47
18.63,63.8,942,1.267,2,0.96,87.63
21.83,34.1,695,1.038,1,0.891,90.73
21.69,52.8,1656,0.75,3,0.753,91.74
18.73,52.3,762,0.98,3,0.88,90.77
23.0,49.4,1215,0.989,3,0.914,91.21
23.08,56.3,1269,1.205,4,0.929,91.42
21.02,45.5,409,0.573,6,0.955,92.27
15.36,72.1,576,1.441,0,0.658,83.39
21.29,69.7,1479,1.04,0,0.702,83.73
18.03,71.8,822,1.097,4,0.883,88.75
18.09,62.2,672,1.169,2,0.924,87.59
17.28,54.8,830,1.144,3,0.963,88.89
24.69,50.8,1021,0.976,5,0.989,90.7
22.87,48.9,483,1.433,2,1.04,91.58
22.22,77.6,1887,1.659,3,0.925,83.06
25.21,52.6,1231,1.726,3,1.018,89.18
22.06,46.2,1076,0.888,5,1.034,93.21
17.05,64.4,599,1.296,3,1.031,84.52
20.39,52.6,558,1.328,1,0.949,90.11
21.2,59.0,1698,1.082,3,0.863,90.8
22.82,34.2,410,0.932,1,0.779,89.41
17.2,67.3,901,1.123,2,0.884,86.45
22.24,59.8,904,1.257,2,0.924,91.99
22.29,65.8,1796,1.524,4,0.91,90.11
22.09,50.6,419,0.709,2,0.751,91.85
21.68,68.9,1883,0.931,4,0.762,87.77
20.57,62.8,1284,1.469,3,1.048,88.18
25.04,34.3,1235,1.034,3,0.83,85.27
15.89,56.3,1021,0.88,4,0.85,86.07
22.1,65.2,1179,0.864,3,0.853,92.04
26.8,55.8,1212,1.836,6,1.013,89.39
24.45,56.0,1432,1.353,0,0.876,87.62
23.18,52.5,769,1.054,0,0.899,92.06
16.59,71.6,1011,0.4,1,0.618,82.12
24.64,50.1,1580,1.41,1,0.955,87.09
21.57,51.0,478,0.666,1,0.847,91.64
20.08,59.3,1275,1.23,5,1.041,91.46
21.2,61.5,909,0.987,7,1.005,94.19
15.01,42.7,515,0.874,0,0.679,84.66
18.84,48.7,907,1.379,7,1.223,91.11
17.23,45.7,400,1.399,4,1.045,84.37
22.24,57.0,930,0.781,4,0.91,93.46
21.44,43.8,876,0.915,3,0.843,93.09
21.63,63.9,1127,0.867,3,0.845,90.82
23.06,59.1,1549,0.935,4,0.916,88.17
16.83,58.2,605,1.475,3,1.024,88.28
23.82,36.4,631,0.804,8,0.956,91.21
20.0,57.4,862,0.611,1,0.765,90.12
23.21,54.8,405,0.978,5,1.042,93.43
23.76,65.3,844,1.556,3,1.066,89.23
26.78,51.1,530,1.426,2,0.979,88.29
20.87,41.9,1212,0.857,6,0.946,90.52
20.71,47.1,1177,1.012,3,0.835,88.95
18.16,53.8,798,0.654,1,0.804,88.92
20.74,56.7,1498,0.982,2,0.89,89.16
30.24,43.9,1193,1.062,2,0.659,84.18
22.23,63.7,1254,1.451,5,1.098,92.85
22.63,58.1,1519,0.778,7,0.96,92.18
20.46,52.9,491,0.737,4,0.937,92.55
28.81,43.8,1326,1.207,5,0.845,85.55
28.66,64.2,1533,1.385,4,0.813,82.92
21.94,44.4,543,1.407,6,1.039,94.02
21.38,58.0,1441,0.584,1,0.714,91.82
28.05,52.9,849,1.221,5,0.981,87.33
14.36,63.1,540,0.55,2,0.687,85.93
21.59,55.1,768,0.797,0,0.843,93.61
19.93,65.0,1030,1.089,1,0.841,88.96
20.88,63.1,1175,0.97,0,0.758,88.68
19.98,52.0,525,0.951,4,0.892,91.96
21.89,64.7,602,1.067,0,0.825,90.68
20.72,45.9,1136,1.151,5,1.014,90.06
20.71,46.2,469,1.14,7,1.115,93.14
23.24,50.3,835,1.091,7,1.023,92.67
25.7,54.4,1194,1.234,4,1.022,89.03
20.76,47.9,1074,1.048,5,0.93,91.27
26.94,55.9,1469,2.0,5,1.008,85.54
18.73,55.0,1302,0.654,1,0.716,89.07
25.32,49.6,978,1.441,2,1.008,88.58
17.59,45.2,694,1.071,2,0.901,88.36
18.52,55.3,1093,0.793,1,0.829,88.62
18.43,54.4,794,1.671,4,1.178,90.23
21.84,63.5,1359,0.952,7,0.993,91.18
21.93,57.3,1154,1.204,6,1.019,94.0
20.23,64.1,1006,1.401,3,1.019,90.12
20.95,63.0,1114,0.871,5,1.017,92.33
24.2,52.5,834,1.233,4,1.051,91.73
17.22,62.6,961,0.4,2,0.752,89.1
24.08,58.9,1514,1.036,1,0.737,88.69
16.6,70.1,1079,1.425,2,0.912,82.61
24.41,38.4,559,1.114,4,0.937,87.23
27.04,48.5,807,0.881,1,0.738,87.15
28.66,56.8,2236,1.111,3,0.694,79.96
24.1,48.4,821,0.906,2,0.882,90.69
22.15,46.9,872,1.15,3,0.929,93.29
19.52,58.1,664,1.1,5,1.032,92.39
18.24,79.2,1063,1.269,2,0.822,82.52
25.43,50.9,906,0.964,2,0.906,90.02
23.26,55.6,977,0.909,1,0.849,91.91
20.62,60.6,1170,1.331,3,1.0,90.0
23.15,52.4,477,1.064,2,0.965,91.89
18.88,52.1,726,0.71,1,0.83,89.77
26.64,35.6,803,0.742,1,0.7,83.32
21.41,45.9,909,1.448,5,0.985,92.81
25.07,39.1,752,1.219,5,1.037,90.31
27.26,61.0,2024,1.961,4,0.834,85.31
21.13,57.4,626,1.13,0,0.879,91.62
20.41,55.2,1165,1.396,2,0.989,91.31
28.23,51.2,1405,0.687,1,0.71,83.25
25.15,54.0,1141,1.204,0,0.946,88.0
21.71,68.9,1728,1.101,6,0.844,86.76
18.22,48.7,1261,1.171,3,0.868,87.8
21.83,47.3,857,1.122,3,0.969,93.13
18.52,60.5,643,0.791,5,0.955,90.02
28.51,68.4,2303,1.153,3,0.372,77.47
23.22,49.9,1470,0.477,2,0.711,89.52
24.4,44.8,800,1.27,6,1.105,92.11
18.12,45.0,400,0.566,0,0.663,87.65
19.08,69.4,856,1.132,1,0.792,87.27
23.9,71.6,994,1.713,4,0.974,92.09
22.05,58.8,1125,1.66,5,1.091,95.97
23.62,49.6,1251,0.806,3,0.878,89.61
30.65,30.0,987,1.167,3,0.656,78.81
21.39,56.4,805,1.166,2,0.953,93.4
28.07,47.5,1469,0.946,5,0.949,83.41
24.2,57.2,736,0.929,6,0.974,93.21
19.71,63.1,625,1.412,2,0.964,89.76
19.11,50.5,551,1.17,3,1.01,90.42
18.71,57.5,487,1.271,5,1.107,90.43
21.93,57.7,1836,1.04,1,0.809,88.51
23.74,42.6,742,0.899,1,0.918,86.76
21.25,64.3,1551,1.387,4,0.985,91.69
21.23,32.8,650,0.4,0,0.502,89.18
21.51,58.0,775,1.565,5,1.132,94.41
21.25,69.0,2017,1.277,2,0.761,86.9
20.35,42.4,626,0.718,2,0.88,86.83
22.78,35.1,405,0.898,3,0.915,88.27
20.52,53.6,606,0.655,1,0.73,91.29
21.36,52.5,859,1.204,5,1.1,92.91
20.1,41.3,996,1.117,1,0.908,86.08
22.83,64.6,2203,1.201,5,0.86,85.95
18.37,57.7,650,1.168,6,1.069,90.91
22.75,45.3,489,1.574,5,1.176,92.28
23.34,50.6,1005,0.805,3,0.786,92.27
18.48,54.5,549,0.4,1,0.748,91.07
19.3,55.2,753,1.588,4,1.143,92.14
23.0,59.0,1446,1.252,4,0.964,90.6
24.13,30.0,1442,1.47,4,0.994,88.83
17.76,70.3,688,1.271,1,0.885,83.43
28.68,35.5,1012,0.483,2,0.512,78.14
20.72,67.1,878,1.473,1,0.903,88.47
21.15,53.2,992,1.184,5,1.057,94.1
22.8,60.7,751,1.26,6,1.064,93.51
16.96,63.9,976,1.492,5,0.969,86.04
22.3,58.9,747,1.014,0,0.859,91.3
26.46,55.6,870,1.254,5,0.981,88.72
24.98,43.5,400,1.251,1,0.857,86.48
23.87,62.6,1801,1.657,6,1.051,90.85
27.25,64.0,2657,1.175,0,0.615,78.98
29.45,49.4,2149,0.998,5,0.708,84.7
14.67,57.1,548,1.149,5,0.884,85.53
18.72,64.1,1362,1.77,5,1.085,88.59
20.62,43.8,1337,1.231,3,0.979,89.22
17.14,50.0,750,1.112,0,0.946,87.43
23.9,38.2,1256,1.102,2,0.935,87.5
24.97,55.9,1857,1.15,3,0.816,88.64
21.14,58.3,1723,0.931,4,0.907,90.8
19.36,37.2,584,1.1,3,0.929,86.24
17.51,61.7,831,0.801,0,0.72,87.43
21.24,62.0,1140,0.852,3,0.871,91.03
24.66,41.4,858,1.476,1,1.062,86.82
25.47,67.8,1328,1.099,5,0.965,88.2
21.44,32.7,551,1.144,5,0.9,91.36
19.36,54.6,1083,1.033,0,0.83,88.92
25.71,49.8,1595,0.702,2,0.757,85.81
23.53,52.9,612,0.422,5,0.786,91.78
22.74,65.7,1645,1.317,3,0.793,85.92
23.47,67.6,1299,1.731,1,0.931,87.5
17.18,68.6,611,1.705,6,1.099,88.48
26.76,59.6,954,0.703,5,0.758,88.03
17.5,74.1,1220,1.085,4,0.879,87.33
23.4,51.9,1608,1.499,4,1.071,89.72
20.2,69.1,479,1.29,5,1.005,89.92
19.51,66.5,932,0.952,5,0.939,89.49
18.74,66.1,417,1.211,3,0.986,89.54
20.38,60.1,860,1.412,5,1.114,91.39
23.36,56.7,851,1.042,3,0.877,92.26
21.48,66.2,1109,1.248,0,0.792,88.74
24.83,47.0,632,1.606,5,1.101,89.76
24.93,57.0,1100,1.065,4,0.918,90.32
25.4,51.5,2341,1.046,0,0.788,83.35
16.84,43.0,432,0.92,4,0.921,87.79
21.91,63.2,1061,1.135,2,0.842,91.48
26.27,36.6,959,1.026,4,0.848,86.91
21.94,55.1,812,1.515,4,1.14,94.64
27.91,52.7,1300,1.126,4,0.812,88.16
20.23,57.9,845,1.184,4,1.046,91.83
23.21,54.9,1774,1.22,8,1.123,91.43
22.15,64.2,817,1.562,2,1.071,92.59
23.37,51.3,1095,1.028,1,0.866,90.18
21.19,70.6,1360,0.764,5,0.907,90.2
19.33,64.4,1104,1.277,7,1.044,93.06
19.51,63.0,1425,0.892,1,0.91,86.0
21.14,58.9,533,1.285,0,0.931,92.51
25.88,56.7,2509,1.332,3,0.9,83.14
19.6,59.3,819,1.436,2,1.003,91.38
28.06,62.3,1440,1.744,2,0.853,84.87
22.62,42.1,1493,0.546,0,0.669,88.54
20.1,69.4,1487,1.156,5,0.85,87.72
21.65,59.4,1790,1.019,1,0.733,88.72
23.41,61.0,1155,1.438,3,0.998,89.82
22.38,58.3,1096,1.592,4,1.119,92.84
21.09,60.9,1386,1.327,5,0.925,90.92
17.51,34.6,738,1.072,3,0.858,85.47
24.08,71.9,2435,1.462,2,0.902,79.72
19.73,33.8,662,1.304,6,0.963,88.69
24.03,51.8,785,0.878,2,0.93,91.95
19.07,74.4,644,1.097,0,0.711,87.44
22.89,54.2,823,0.838,3,0.86,93.09
20.37,55.0,1699,1.104,4,0.898,93.08
20.61,48.6,720,1.796,3,1.154,90.87
23.08,46.1,400,0.881,7,0.985,92.74
23.79,69.4,1163,0.489,0,0.519,85.04
23.19,56.3,996,0.964,5,0.911,92.73
20.5,59.2,947,0.985,1,0.901,92.28
20.72,74.2,1802,1.447,2,0.727,84.65
17.69,69.2,1234,1.128,2,0.912,82.66
17.61,67.1,1313,0.873,1,0.747,86.0
25.72,45.7,1920,1.057,2,0.768,84.88
22.14,51.1,1299,1.334,5,1.048,93.54
22.55,50.1,850,0.962,6,0.983,93.57
25.01,51.6,728,1.594,4,1.105,89.8
21.61,70.3,960,1.068,2,0.774,89.82
18.05,61.3,579,0.914,1,0.908,88.27
20.24,48.3,775,1.001,3,0.89,90.87
29.06,47.6,1597,1.369,3,0.832,83.18
22.82,54.5,1019,0.933,2,0.827,91.9
22.05,35.9,1119,1.644,4,0.979,90.62
24.0,63.8,733,1.454,3,1.013,90.24
28.87,47.5,1764,1.097,7,1.058,82.45
20.46,67.6,1300,1.241,4,0.934,89.2
20.0,31.6,766,0.821,5,0.827,87.5
